Id,Organizacion,Enlace Organizacion,Titulo Servicio,Enlace servicio,Nombre Capa,Titulo Capa,Eje Pertenece,subeje,Identificador,PalabraClave,Tipo,Estado,Error,Nota
571,GAD Municipal Cuenca,http://ide.cuenca.gob.ec/geoserver,ide,http://ide.cuenca.gob.ec/geoserver/ide/wms?,ide:desc_chiquintad_anteproyectol,ide:desc_chiquintad_anteproyectol,USO Y OCUPACIÓN DEL SUELO,proyectos,cuenca_chiquintad_anteproyectos_lotizacion,ANTEPROYECTOS LOTIZADOS CHIQUINTAD,wms,Activo,,
572,GAD Municipal Cuenca,http://ide.cuenca.gob.ec/geoserver,ide,http://ide.cuenca.gob.ec/geoserver/ide/wms?,ide:desc_chiquintad_anteproyecto,ide:desc_chiquintad_anteproyecto,USO Y OCUPACIÓN DEL SUELO,proyectos,cuenca_chuiquintad_anteproyectos,ANTEPROYECTOS CHIQUINTAD,wms,Activo,,
573,GAD Municipal Cuenca,http://ide.cuenca.gob.ec/geoserver,ide,http://ide.cuenca.gob.ec/geoserver/ide/wms?,ide:desc_chiquintad,ide:desc_chiquintad,USO Y OCUPACIÓN DEL SUELO,limites,cuenca_chiquintad_superficie,"DELIMITACIÓN CHIQUINTAD, LÍMITE CHIQUINTAD",wms,Activo,,
574,GAD Municipal Cuenca,http://ide.cuenca.gob.ec/geoserver,ide,http://ide.cuenca.gob.ec/geoserver/ide/wms?,ide:desc_banos_tramites,ide:desc_banos_tramites,USO Y OCUPACIÓN DEL SUELO,tramites,cuenca_baños_tramites,TRÁMITES BAÑOS,wms,Activo,,
575,GAD Municipal Cuenca,http://ide.cuenca.gob.ec/geoserver,ide,http://ide.cuenca.gob.ec/geoserver/ide/wms?,ide:desc_banos_predios,ide:desc_banos_predios,USO Y OCUPACIÓN DEL SUELO,predios,cuenca_baños_predios,PREDIOS BAÑOS,wms,Activo,,
576,GAD Municipal Cuenca,http://ide.cuenca.gob.ec/geoserver,ide,http://ide.cuenca.gob.ec/geoserver/ide/wms?,ide:desc_banos_phs,ide:desc_banos_phs,USO Y OCUPACIÓN DEL SUELO,ocupacion de suelo,cuenca_baños_propiedad_horizontal,BAÑOS,wms,Activo,,
577,GAD Municipal Cuenca,http://ide.cuenca.gob.ec/geoserver,ide,http://ide.cuenca.gob.ec/geoserver/ide/wms?,ide:desc_banos_lotizacion,ide:desc_banos_lotizacion,USO Y OCUPACIÓN DEL SUELO,ocupacion de suelo,cuenca_baños_lotizacion,LOTIZACIÓN BAÑOS,wms,Activo,,
578,GAD Municipal Cuenca,http://ide.cuenca.gob.ec/geoserver,ide,http://ide.cuenca.gob.ec/geoserver/ide/wms?,ide:desc_banos_licencias,ide:desc_banos_licencias,USO Y OCUPACIÓN DEL SUELO,permisos de construccion,cuenca_baños_licencias_urbanisticas,LICENCIAS BAÑOS,wms,Activo,,
580,GAD Municipal Cuenca,http://ide.cuenca.gob.ec/geoserver,ide,http://ide.cuenca.gob.ec/geoserver/ide/wms?,ide:desc_banos_cmenor,ide:desc_banos_cmenor,USO Y OCUPACIÓN DEL SUELO,ocupacion de suelo,cuenca_baños_construcciones_menores,CONSTRUCCIÓN MENOR BAÑOS,wms,Activo,,
581,GAD Municipal Cuenca,http://ide.cuenca.gob.ec/geoserver,ide,http://ide.cuenca.gob.ec/geoserver/ide/wms?,ide:desc_banos_cmayor,ide:desc_banos_cmayor,USO Y OCUPACIÓN DEL SUELO,ocupacion de suelo,cuenca_baños_construcciones_mayores,CONSTRUCCIÓN MAYOR BAÑOS,wms,Activo,,
583,GAD Municipal Cuenca,http://ide.cuenca.gob.ec/geoserver,ide,http://ide.cuenca.gob.ec/geoserver/ide/wms?,ide:desc_banos_anteproyectol,ide:desc_banos_anteproyectol,USO Y OCUPACIÓN DEL SUELO,proyectos,cuenca_baños_anteproyectos_lotizacion,ANTEPROYECTOS LOTIZADOS BAÑOS,wms,Activo,,
584,GAD Municipal Cuenca,http://ide.cuenca.gob.ec/geoserver,ide,http://ide.cuenca.gob.ec/geoserver/ide/wms?,ide:desc_banos_anteproyecto,ide:desc_banos_anteproyecto,USO Y OCUPACIÓN DEL SUELO,proyectos,cuenca_baños_anteproyectos,ANTEPROYECTOS BAÑOS,wms,Activo,,
585,GAD Municipal Cuenca,http://ide.cuenca.gob.ec/geoserver,ide,http://ide.cuenca.gob.ec/geoserver/ide/wms?,ide:desc_banos,ide:desc_banos,USO Y OCUPACIÓN DEL SUELO,limites,cuenca_baños_superficie,"DELIMITACIÓN BAÑOS, LÍMITE BAÑOS",wms,Activo,,
609,GAD Municipal Cuenca,http://ide.cuenca.gob.ec/geoserver,ide_interno,http://ide.cuenca.gob.ec/geoserver/ide_interno/wms?,catastros_vias_interno,catastros_vias_interno,USO Y OCUPACIÓN DEL SUELO,catastro,cuenca_catastros_vias_internas,Cuenca catastros de vias internas,wms,Activo,,
610,GAD Municipal Cuenca,http://ide.cuenca.gob.ec/geoserver,ide_interno,http://ide.cuenca.gob.ec/geoserver/ide_interno/wms?,catastros_predios_urbanos_interno,catastros_predios_urbanos_interno,USO Y OCUPACIÓN DEL SUELO,catastro,cuenca_catastros_predios_urbanos,Cuenca catastros predios urbanos,wms,Activo,,
611,GAD Municipal Cuenca,http://ide.cuenca.gob.ec/geoserver,ide_interno,http://ide.cuenca.gob.ec/geoserver/ide_interno/wms?,catastros_predios_urbanos_data_interno,catastros_predios_urbanos_data_interno,USO Y OCUPACIÓN DEL SUELO,catastro,cuenca_catastros_predios_urbanos_area,Cuenca catastros predios urbanos área,wms,Activo,,
612,GAD Municipal Cuenca,http://ide.cuenca.gob.ec/geoserver,ide_interno,http://ide.cuenca.gob.ec/geoserver/ide_interno/wms?,catastros_manzanas_interno,catastros_manzanas_interno,USO Y OCUPACIÓN DEL SUELO,catastro,cuenca_catastros_manzanas,Cuenca catastros manzanas,wms,Activo,,
613,Universidad del Azuay,https://gis.uazuay.edu.ec/geoserver/,dron_multiespectrales,https://gis.uazuay.edu.ec/geoserver/dron_multiespectrales/wms?,ndre_paraiso_22feb2022_20cm,ndre_paraiso_22feb2022_20cm,MEDIO FÍSICO,catastro,cuenca_parque_paraiso_relieve,relieve Parque Paraiso,wms,Activo,,
614,Universidad del Azuay,https://gis.uazuay.edu.ec/geoserver/,dron_multiespectrales,https://gis.uazuay.edu.ec/geoserver/dron_multiespectrales/wms?,ndvi_paraiso_22feb2022_20cm,ndvi_paraiso_22feb2022_20cm,MEDIO FÍSICO,catastro,cuenca_parque_paraiso_relieve,relieve Parque Paraiso,wms,Activo,,
615,Universidad del Azuay,https://gis.uazuay.edu.ec/geoserver/,dron_multiespectrales,https://gis.uazuay.edu.ec/geoserver/dron_multiespectrales/wms?,nir_paraiso_22feb2022_20cm,nir_paraiso_22feb2022_20cm,MEDIO FÍSICO,catastro,cuenca_parque_paraiso_relieve,relieve Parque Paraiso,wms,Activo,,
616,Universidad del Azuay,https://gis.uazuay.edu.ec/geoserver/,dron_multiespectrales,https://gis.uazuay.edu.ec/geoserver/dron_multiespectrales/wms?,rededge_paraiso_22feb2022_20cm,rededge_paraiso_22feb2022_20cm,MEDIO FÍSICO,catastro,cuenca_parque_paraiso_relieve,relieve Parque Paraiso,wms,Activo,,
617,Universidad del Azuay,https://gis.uazuay.edu.ec/geoserver/,VisorSenplades,https://gis.uazuay.edu.ec/geoserver/VisorSenplades/wms?,01_InspeccionesTecnicas_Z6_2013,01_InspeccionesTecnicas_Z6_2013,MEDIO FÍSICO,inpecciones de riesgos,cuenca_inspecciones_técnicas_riesgos_2013,inspecciones técnicas riesgos 2013 Cuenca,wms,Activo,,
618,Universidad del Azuay,https://gis.uazuay.edu.ec/geoserver/,VisorSenplades,https://gis.uazuay.edu.ec/geoserver/VisorSenplades/wms?,02_InspeccionesTecnicas_Z6_2014,02_InspeccionesTecnicas_Z6_2014,MEDIO FÍSICO,inpecciones de riesgos,cuenca_inspecciones_técnicas_riesgos_2014,inspecciones técnicas riesgos 2013 Cuenca,wms,Activo,,
619,Universidad del Azuay,https://gis.uazuay.edu.ec/geoserver/,VisorSenplades,https://gis.uazuay.edu.ec/geoserver/VisorSenplades/wms?,03_InspeccionesTecnicas_Z6_2015,03_InspeccionesTecnicas_Z6_2015,MEDIO FÍSICO,inpecciones de riesgos,cuenca_inspecciones_técnicas_riesgos_2015,inspecciones técnicas riesgos 2013 Cuenca,wms,Activo,,
620,Universidad del Azuay,https://gis.uazuay.edu.ec/geoserver/,VisorSenplades,https://gis.uazuay.edu.ec/geoserver/VisorSenplades/wms?,04_InspeccionesTecnicas_Z6_2016,04_InspeccionesTecnicas_Z6_2016,MEDIO FÍSICO,inpecciones de riesgos,cuenca_inspecciones_técnicas_riesgos_2016,inspecciones técnicas riesgos 2013 Cuenca,wms,Activo,,
621,Universidad del Azuay,https://gis.uazuay.edu.ec/geoserver/,VisorSenplades,https://gis.uazuay.edu.ec/geoserver/VisorSenplades/wms?,05_InspeccionesTecnicas_Z6_2017,05_InspeccionesTecnicas_Z6_2017,MEDIO FÍSICO,inpecciones de riesgos,cuenca_inspecciones_técnicas_riesgos_2017,inspecciones técnicas riesgos 2013 Cuenca,wms,Activo,,
622,Universidad del Azuay,https://gis.uazuay.edu.ec/geoserver/,VisorSenplades,https://gis.uazuay.edu.ec/geoserver/VisorSenplades/wms?,06_InspeccionesTecnicas_Z6_2018,06_InspeccionesTecnicas_Z6_2018,MEDIO FÍSICO,inpecciones de riesgos,cuenca_inspecciones_técnicas_riesgos_2018,inspecciones técnicas riesgos 2013 Cuenca,wms,Activo,,
623,Universidad del Azuay,https://gis.uazuay.edu.ec/geoserver/,VisorSenplades,https://gis.uazuay.edu.ec/geoserver/VisorSenplades/wms?,07_InspeccionesTecnicas_Z6_2020,07_InspeccionesTecnicas_Z6_2020,MEDIO FÍSICO,inpecciones de riesgos,cuenca_inspecciones_técnicas_riesgos_2019,inspecciones técnicas riesgos 2013 Cuenca,wms,Activo,,
624,Universidad del Azuay,https://gis.uazuay.edu.ec/geoserver/,VisorSenplades,https://gis.uazuay.edu.ec/geoserver/VisorSenplades/wms?,08_InspeccionesTecnicas_Z6_2019,08_InspeccionesTecnicas_Z6_2019,MEDIO FÍSICO,inpecciones de riesgos,cuenca_inspecciones_técnicas_riesgos_2020,inspecciones técnicas riesgos 2013 Cuenca,wms,Activo,,
625,Universidad del Azuay,https://gis.uazuay.edu.ec/geoserver/,VisorSenplades,https://gis.uazuay.edu.ec/geoserver/VisorSenplades/wms?,Areas_protegidas_GAD_MAE_2017,Areas_protegidas_GAD_MAE_2017,MEDIO FÍSICO,areas protegidas,azuay_areas_protegidas_2017,azuay áreas protegidas 2017,wms,Activo,,
626,Universidad del Azuay,https://gis.uazuay.edu.ec/geoserver/,VisorSenplades,https://gis.uazuay.edu.ec/geoserver/VisorSenplades/wms?,Areas_protegidas_comunitarias_MAE_2017,Areas_protegidas_comunitarias_MAE_2017,MEDIO FÍSICO,areas protegidas,azuay_areas_protegidas_comunitarias_2018,"azuay, áreas protegidas comunitarias 2017",wms,Activo,,
627,Universidad del Azuay,https://gis.uazuay.edu.ec/geoserver/,VisorSenplades,https://gis.uazuay.edu.ec/geoserver/VisorSenplades/wms?,Beneficiarios_Bono_Desarrollo_Humano_MAY_2020_Z6,Beneficiarios_Bono_Desarrollo_Humano_MAY_2020_Z6,SOCIO CULTURAL,poblacion bonos de desarrollo humano,azuay_bono_de_desarrollo_humano_2020,"azuay cañar y morona santiago , Bono de desarrollo humano 2020",wms,Activo,,
628,Universidad del Azuay,https://gis.uazuay.edu.ec/geoserver/,VisorSenplades,https://gis.uazuay.edu.ec/geoserver/VisorSenplades/wms?,Bosque_Vegetacion_Protectora_2017_MAE_Z6,Bosque_Vegetacion_Protectora_2017_MAE_Z6,MEDIO FÍSICO,areas protegidas,azuay_bosque_protector_2017,"azuay cañar y morona santiago, Bosque protector 2017",wms,Activo,,
629,Universidad del Azuay,https://gis.uazuay.edu.ec/geoserver/,VisorSenplades,https://gis.uazuay.edu.ec/geoserver/VisorSenplades/wms?,CP_Z6_Censo_2010,CP_Z6_Censo_2010,SOCIO CULTURAL,poblacion,azuay_censo_2010,"azuay cañar y morona santiago, censo 2010",wms,Activo,,
630,Universidad del Azuay,https://gis.uazuay.edu.ec/geoserver/,VisorSenplades,https://gis.uazuay.edu.ec/geoserver/VisorSenplades/wms?,Cantones_2012_INEC_Z6,Cantones_2012_INEC_Z6,USO Y OCUPACIÓN DEL SUELO,limite cantones,azuay_cantones_2012,"azuay cañar y morona santiago, cantones 2012",wms,Activo,,
631,Universidad del Azuay,https://gis.uazuay.edu.ec/geoserver/,VisorSenplades,https://gis.uazuay.edu.ec/geoserver/VisorSenplades/wms?,Catastro_Minero_Z6,Catastro_Minero_Z6,MEDIO FÍSICO,explotacion minera,azuay_minería_estado,"azuay cañar y morona santiago, minería estado",wms,Activo,,
632,Universidad del Azuay,https://gis.uazuay.edu.ec/geoserver/,VisorSenplades,https://gis.uazuay.edu.ec/geoserver/VisorSenplades/wms?,Catastro_Minero_Z6_feb2020,Catastro_Minero_Z6_feb2020,MEDIO FÍSICO,explotacion minera,azuay_minería_estado_2020,"azuay cañar y morona santiago, Minería estado 2020",wms,Activo,,
633,Universidad del Azuay,https://gis.uazuay.edu.ec/geoserver/,VisorSenplades,https://gis.uazuay.edu.ec/geoserver/VisorSenplades/wms?,CentrosDesarrolloInfantil,CentrosDesarrolloInfantil,ASENTAMIENTOS HUMANOS Y CANALES DE RELACIÓN,equipamiento de bienestar social,azuay_centros_infantiles,"azuay cañar y morona santiago, Centros infantiles",wms,Activo,,
634,Universidad del Azuay,https://gis.uazuay.edu.ec/geoserver/,VisorSenplades,https://gis.uazuay.edu.ec/geoserver/VisorSenplades/wms?,Centros_Desarrollo_Deportivo_MINDEP_Z6,Centros_Desarrollo_Deportivo_MINDEP_Z6,ASENTAMIENTOS HUMANOS Y CANALES DE RELACIÓN,equipamiento de recreacion y deporte,azuay_centros_deportivos,"azua cañar y y morona santiago, Centros deportivos",wms,Activo,,
635,Universidad del Azuay,https://gis.uazuay.edu.ec/geoserver/,VisorSenplades,https://gis.uazuay.edu.ec/geoserver/VisorSenplades/wms?,Centros_de_acopio,Centros_de_acopio,ASENTAMIENTOS HUMANOS Y CANALES DE RELACIÓN,equipamiento de aprovisionamiento,azuay_centros_de_acopio,"azuay cañar y morona santiago, centros de acopio",wms,Activo,,
636,Universidad del Azuay,https://gis.uazuay.edu.ec/geoserver/,VisorSenplades,https://gis.uazuay.edu.ec/geoserver/VisorSenplades/wms?,Ciudades_patrimoniales_250K_2010_INPC_Z6,Ciudades_patrimoniales_250K_2010_INPC_Z6,CULTURAL Y PATRIMONIAL,patrimonio cultural,azuay_ciudades_patrimoniales_250k_2010,"azuay cañar y morona santiago, ciudades patrimoniales 250k 2010",wms,Activo,,
637,Universidad del Azuay,https://gis.uazuay.edu.ec/geoserver/,VisorSenplades,https://gis.uazuay.edu.ec/geoserver/VisorSenplades/wms?,Cobertura_vegetal_2018_SIGTIERRAS_Z6,Cobertura_vegetal_2018_SIGTIERRAS_Z6,MEDIO FÍSICO,cobertura vegetal,azuay_cobertura_vegetal,"azuay cañar y morona santiago, cobertura vegetal vegetacion pasto ",wms,Activo,,
638,Universidad del Azuay,https://gis.uazuay.edu.ec/geoserver/,VisorSenplades,https://gis.uazuay.edu.ec/geoserver/VisorSenplades/wms?,Corredor_conectividad_2018_MAE_Z6,Corredor_conectividad_2018_MAE_Z6,ASENTAMIENTOS HUMANOS Y CANALES DE RELACIÓN,asentamientos humanos,azuay_corredor_concectividad,"azuay cañar y morona santiago, corredor conectividad",wms,Activo,,
639,Universidad del Azuay,https://gis.uazuay.edu.ec/geoserver/,VisorSenplades,https://gis.uazuay.edu.ec/geoserver/VisorSenplades/wms?,Depositos_GLP,Depositos_GLP,USO Y OCUPACIÓN DEL SUELO,zona de explotacion de pretoleo,azuay_gas_licuado_de_petróleo,"azuay cañar y morona santiago, Gas licuado de petróleo",wms,Activo,,
640,Universidad del Azuay,https://gis.uazuay.edu.ec/geoserver/,VisorSenplades,https://gis.uazuay.edu.ec/geoserver/VisorSenplades/wms?,DispensarioSSC_2021,DispensarioSSC_2021,ASENTAMIENTOS HUMANOS Y CANALES DE RELACIÓN,equipamientos de salud,azuay_salud_dispensarios,"azuay cañar y morona santiago, dispensarios de salud",wms,Activo,,
641,Universidad del Azuay,https://gis.uazuay.edu.ec/geoserver/,VisorSenplades,https://gis.uazuay.edu.ec/geoserver/VisorSenplades/wms?,Ejes_viales_INEC_2014_Z6,Ejes_viales_INEC_2014_Z6,ASENTAMIENTOS HUMANOS Y CANALES DE RELACIÓN,infrestructura vial,azuay_ejes_viales,"azuay cañar y morona santiago, ejes viales",wms,Activo,,
642,Universidad del Azuay,https://gis.uazuay.edu.ec/geoserver/,VisorSenplades,https://gis.uazuay.edu.ec/geoserver/VisorSenplades/wms?,Erosion_actual_250K_2002_MAG_Z6,Erosion_actual_250K_2002_MAG_Z6,MEDIO FÍSICO,erosion de suelos,azuay_erosion,"azuay cañar y morona santiago, erosión",wms,Activo,,
643,Universidad del Azuay,https://gis.uazuay.edu.ec/geoserver/,VisorSenplades,https://gis.uazuay.edu.ec/geoserver/VisorSenplades/wms?,Establecimientos_2015_MIN_SALUD_Z6,Establecimientos_2015_MIN_SALUD_Z6,ASENTAMIENTOS HUMANOS Y CANALES DE RELACIÓN,equipamientos de salud,azuay_salud_establecimiento,"azuay cañar y morona santiago, establecimientos de salud",wms,Activo,,
644,Universidad del Azuay,https://gis.uazuay.edu.ec/geoserver/,VisorSenplades,https://gis.uazuay.edu.ec/geoserver/VisorSenplades/wms?,Estacion_servicio,Estacion_servicio,ASENTAMIENTOS HUMANOS Y CANALES DE RELACIÓN,gasolineras,azuay_gasolineras,"azuay cañar y morona santiago, gasolineras",wms,Activo,,
645,Universidad del Azuay,https://gis.uazuay.edu.ec/geoserver/,VisorSenplades,https://gis.uazuay.edu.ec/geoserver/VisorSenplades/wms?,Geomorfologial_2018_SIGTIERRAS_Z6,Geomorfologial_2018_SIGTIERRAS_Z6,MEDIO FÍSICO,geomorfologia,azuay_geomorfologia,"azuay cañar y morona santiago, geomorfología",wms,Activo,,
646,Universidad del Azuay,https://gis.uazuay.edu.ec/geoserver/,VisorSenplades,https://gis.uazuay.edu.ec/geoserver/VisorSenplades/wms?,Geopedologia_2018_SIGTIERRAS_Z6,Geopedologia_2018_SIGTIERRAS_Z6,MEDIO FÍSICO,relieve,azuay_tipos_de_suelo_relieve,"azuay cañar y morona santiago, tipos de suelo-relieve",wms,Activo,,
647,Universidad del Azuay,https://gis.uazuay.edu.ec/geoserver/,VisorSenplades,https://gis.uazuay.edu.ec/geoserver/VisorSenplades/wms?,IncendiosZ6-2018,IncendiosZ6-2018,MEDIO FÍSICO,incendios ,azuay_incendios_2018,azuay cañar incendios 2018,wms,Activo,,
648,Universidad del Azuay,https://gis.uazuay.edu.ec/geoserver/,VisorSenplades,https://gis.uazuay.edu.ec/geoserver/VisorSenplades/wms?,IncendiosZ6-2019,IncendiosZ6-2019,MEDIO FÍSICO,incendios ,azuay_incendios_2019,azuay y cañar incendios 2019,wms,Activo,,
649,Universidad del Azuay,https://gis.uazuay.edu.ec/geoserver/,VisorSenplades,https://gis.uazuay.edu.ec/geoserver/VisorSenplades/wms?,Intensidad_sismica_250K_2002_AGEPN_STGR_Z6,Intensidad_sismica_250K_2002_AGEPN_STGR_Z6,MEDIO FÍSICO,riesgos sismico ,azuay_intensidad_sismica,"azuay cañar y morona santiago, intensidad sísmica",wms,Activo,,
650,Universidad del Azuay,https://gis.uazuay.edu.ec/geoserver/,VisorSenplades,https://gis.uazuay.edu.ec/geoserver/VisorSenplades/wms?,Lagunas_lagos_50k_2013_IGM_Z6,Lagunas_lagos_50k_2013_IGM_Z6,MEDIO FÍSICO,cuencas hidrograficas ,azuay_lagunas_lagos,"azuay cañar y morona santiago, Lagunas y lagos",wms,Activo,,
651,Universidad del Azuay,https://gis.uazuay.edu.ec/geoserver/,VisorSenplades,https://gis.uazuay.edu.ec/geoserver/VisorSenplades/wms?,Linea_tren_250K_2013_IGM_Z6,Linea_tren_250K_2013_IGM_Z6,ASENTAMIENTOS HUMANOS Y CANALES DE RELACIÓN,,azuay_linea_de_tren,"Azuay y cañar, línea de tren",wms,Activo,,
652,Universidad del Azuay,https://gis.uazuay.edu.ec/geoserver/,VisorSenplades,https://gis.uazuay.edu.ec/geoserver/VisorSenplades/wms?,MAG_Asociaciones_24032020,MAG_Asociaciones_24032020,SOCIO CULTURAL,organizaciones sociales,azuay_asocioaciones_agricultores_ganaderos,Azuay y cañar Asociaciones Agricultores y Ganaderos,wms,Activo,,
653,Universidad del Azuay,https://gis.uazuay.edu.ec/geoserver/,VisorSenplades,https://gis.uazuay.edu.ec/geoserver/VisorSenplades/wms?,MAG_CIALCO_24032020,MAG_CIALCO_24032020,SOCIO CULTURAL,organizaciones sociales,azuay_comercialización_circuitos,"azuay cañar y morona santiago, circuitos alternativos de comercialización",wms,Activo,,
654,Universidad del Azuay,https://gis.uazuay.edu.ec/geoserver/,VisorSenplades,https://gis.uazuay.edu.ec/geoserver/VisorSenplades/wms?,Manzanas_2014_INEC_Z6,Manzanas_2014_INEC_Z6,USO Y OCUPACIÓN DEL SUELO,ocupacion de suelo,azuay_manzanas_2014,"azuay cañar y morona santiago, manzanas 2014",wms,Activo,,
655,Universidad del Azuay,https://gis.uazuay.edu.ec/geoserver/,VisorSenplades,https://gis.uazuay.edu.ec/geoserver/VisorSenplades/wms?,Movimientos_masas_250K_2002_MAG_Z6,Movimientos_masas_250K_2002_MAG_Z6,MEDIO FÍSICO,riesgos,azuay_movimientos en masa_2002,"azuay cañar y morona santiago, movimientos en masa 2002, 250k",wms,Activo,,
656,Universidad del Azuay,https://gis.uazuay.edu.ec/geoserver/,VisorSenplades,https://gis.uazuay.edu.ec/geoserver/VisorSenplades/wms?,Parroquias_2012_INEC_Z6,Parroquias_2012_INEC_Z6,USO Y OCUPACIÓN DEL SUELO,limites,azuay_parroquias_2012,"azuay cañar y morona santiago, parroquias 2012",wms,Activo,,
657,Universidad del Azuay,https://gis.uazuay.edu.ec/geoserver/,VisorSenplades,https://gis.uazuay.edu.ec/geoserver/VisorSenplades/wms?,Patrimoniales,Patrimoniales,CULTURAL Y PATRIMONIAL,patrimonio cultural,azuay_edificios_patrimoniales,"azuay cañar y morona santiago, edificios patrimoniales",wms,Activo,,
658,Universidad del Azuay,https://gis.uazuay.edu.ec/geoserver/,VisorSenplades,https://gis.uazuay.edu.ec/geoserver/VisorSenplades/wms?,Patrimonio_areas_protegidas_estado_2017_MAE_Z6,Patrimonio_areas_protegidas_estado_2017_MAE_Z6,MEDIO FÍSICO,areas protegidas,azuay_areas_protegidas_2017,azuay cañar areas protegidas 2017,wms,Activo,,
659,Universidad del Azuay,https://gis.uazuay.edu.ec/geoserver/,VisorSenplades,https://gis.uazuay.edu.ec/geoserver/VisorSenplades/wms?,PersonasAdultasMayores-MMA,PersonasAdultasMayores-MMA,SOCIO CULTURAL,demografia adultos mayores,azuay_personas_adultas_mayores,"azuay cañar y morona santiago, personas adultas mayores",wms,Activo,,
660,Universidad del Azuay,https://gis.uazuay.edu.ec/geoserver/,VisorSenplades,https://gis.uazuay.edu.ec/geoserver/VisorSenplades/wms?,PersonasConDiscapacidad,PersonasConDiscapacidad,SOCIO CULTURAL,demografia adultos mayores discapacidad,azuay_personas_adultas_mayores_discapacidad,azuay cañar y morona santiago personas adultas mayores con discapacidad,wms,Activo,,
661,Universidad del Azuay,https://gis.uazuay.edu.ec/geoserver/,VisorSenplades,https://gis.uazuay.edu.ec/geoserver/VisorSenplades/wms?,Pisos_climaticos_MAE_Z6,Pisos_climaticos_MAE_Z6,MEDIO FÍSICO,clima,azuay_pisos_climaticos,azuay cañar y morona santiago pisos climaticos,wms,Activo,,
662,Universidad del Azuay,https://gis.uazuay.edu.ec/geoserver/,VisorSenplades,https://gis.uazuay.edu.ec/geoserver/VisorSenplades/wms?,Planta_envasado,Planta_envasado,USO Y OCUPACIÓN DEL SUELO,zona industria,azuay_planta_envasado,azuay cañar y morona santiago planta envasado,wms,Activo,,
663,Universidad del Azuay,https://gis.uazuay.edu.ec/geoserver/,VisorSenplades,https://gis.uazuay.edu.ec/geoserver/VisorSenplades/wms?,ProteccionEspecial,ProteccionEspecial,ASENTAMIENTOS HUMANOS Y CANALES DE RELACIÓN,equipamiento de bienestar social,azuay_protección_especial,azuay cañar y morona santiago protección especial,wms,Activo,,
664,Universidad del Azuay,https://gis.uazuay.edu.ec/geoserver/,VisorSenplades,https://gis.uazuay.edu.ec/geoserver/VisorSenplades/wms?,PruebasGEOJSON,Centros_Desarrollo_Deportivo_MINDEP_Z6,ASENTAMIENTOS HUMANOS Y CANALES DE RELACIÓN,equipamiento de recreacion y deporte,azuay_centros_desarrollo_deportivo,azuay cañar y morona santiago centros desarrollo deportivo,wms,Activo,,
665,Universidad del Azuay,https://gis.uazuay.edu.ec/geoserver/,VisorSenplades,https://gis.uazuay.edu.ec/geoserver/VisorSenplades/wms?,Puntos_carga_E_Electrica_2010_Z6,Puntos_carga_E_Electrica_2010_Z6,ASENTAMIENTOS HUMANOS Y CANALES DE RELACIÓN,energia electrica,azuay_puntos_energía_eléctrica_2010,azuay cañar y morona santiago puntos de energía electrica 2010,wms,Activo,,
666,Universidad del Azuay,https://gis.uazuay.edu.ec/geoserver/,VisorSenplades,https://gis.uazuay.edu.ec/geoserver/VisorSenplades/wms?,Puntos_carga_E_Electrica_2018_Z6,Puntos_carga_E_Electrica_2018_Z6,ASENTAMIENTOS HUMANOS Y CANALES DE RELACIÓN,energia electrica,azuay_puntos_carga_electrica_2018,azuay cañar y morona santiago puntos de carga eléctrica 2018,wms,Activo,,
667,Universidad del Azuay,https://gis.uazuay.edu.ec/geoserver/,VisorSenplades,https://gis.uazuay.edu.ec/geoserver/VisorSenplades/wms?,Puntos_carga_E_Electrica_2019_Z6,Puntos_carga_E_Electrica_2019_Z6,ASENTAMIENTOS HUMANOS Y CANALES DE RELACIÓN,energia electrica,azuay_puntos_carga_electrica_2019,azuay cañar y morona santiago puntos de carga eléctrica 2019,wms,Activo,,
668,Universidad del Azuay,https://gis.uazuay.edu.ec/geoserver/,VisorSenplades,https://gis.uazuay.edu.ec/geoserver/VisorSenplades/wms?,Puntos_carga_E_Electrica_Sept2020_Z6,Puntos_carga_E_Electrica_Sept2020_Z6,ASENTAMIENTOS HUMANOS Y CANALES DE RELACIÓN,energia electrica,azuay_puntos_carga_eléctrica_2020,azuay cañar y morona santiago puntos de carga eléctrica 2020,wms,Activo,,
669,Universidad del Azuay,https://gis.uazuay.edu.ec/geoserver/,VisorSenplades,https://gis.uazuay.edu.ec/geoserver/VisorSenplades/wms?,Red_vial_OSM_Z6,Red_vial_OSM_Z6,ASENTAMIENTOS HUMANOS Y CANALES DE RELACIÓN,infrestructura vial,azuay_red_vial,azuay cañar y morona  santiago red vial ,wms,Activo,,
670,Universidad del Azuay,https://gis.uazuay.edu.ec/geoserver/,VisorSenplades,https://gis.uazuay.edu.ec/geoserver/VisorSenplades/wms?,Reserva_biosfera_MAE_Z6,Reserva_biosfera_MAE_Z6,MEDIO FÍSICO,biosfera,azuay_reserva_biosfera,azuay cañar y morona santiago reserva biósfera,wms,Activo,,
671,Universidad del Azuay,https://gis.uazuay.edu.ec/geoserver/,VisorSenplades,https://gis.uazuay.edu.ec/geoserver/VisorSenplades/wms?,Riesgos_2015,Riesgos_2015,MEDIO FÍSICO,riesgos,azuay_riesgos_2015,azuay cañar y morona santiago riesgos 2015,wms,Activo,,
